Bin	Rank	Count	Hamming_distance	Match
(0.0, 0.05)	Genus	3327	4	True
(0.0, 0.05)	Genus	1899	5	False
(0.0, 0.05)	Phylum	1250	0	True
(0.0, 0.05)	Genus	1201	4	False
(0.0, 0.05)	Genus	966	3	False
(0.0, 0.05)	Genus	953	5	True
(0.0, 0.05)	Genus	826	2	False
(0.0, 0.05)	Family	824	0	True
(0.0, 0.05)	Phylum	672	1	True
(0.0, 0.05)	Kingdom	602	0	True
(0.0, 0.05)	Kingdom	567	5	True
(0.0, 0.05)	Genus	435	1	False
(0.0, 0.05)	Kingdom	385	1	True
(0.0, 0.05)	Phylum	380	2	True
(0.0, 0.05)	Family	336	1	True
(0.0, 0.05)	Family	314	3	False
(0.0, 0.05)	Family	288	5	False
(0.0, 0.05)	Family	287	4	False
(0.0, 0.05)	Kingdom	274	2	True
(0.0, 0.05)	Family	270	2	False
(0.0, 0.05)	Phylum	261	3	True
(0.0, 0.05)	Kingdom	239	4	True
(0.0, 0.05)	Phylum	218	4	True
(0.0, 0.05)	Kingdom	204	3	True
(0.0, 0.05)	Phylum	194	5	True
(0.0, 0.05)	Family	177	2	True
(0.0, 0.05)	Family	174	1	False
(0.0, 0.05)	Order	154	5	False
(0.0, 0.05)	Class	154	5	False
(0.0, 0.05)	Phylum	98	5	False
(0.0, 0.05)	Order	95	3	False
(0.0, 0.05)	Class	89	4	False
(0.0, 0.05)	Family	87	3	True
(0.0, 0.05)	Order	84	4	False
(0.0, 0.05)	Class	74	3	False
(0.0, 0.05)	Order	70	2	False
(0.0, 0.05)	Class	63	2	False
(0.0, 0.05)	Phylum	53	4	False
(0.0, 0.05)	Order	53	1	False
(0.0, 0.05)	Family	43	4	True
(0.0, 0.05)	Phylum	42	3	False
(0.0, 0.05)	Class	41	1	False
(0.0, 0.05)	Phylum	34	2	False
(0.0, 0.05)	Phylum	31	1	False
(0.0, 0.05)	Class	30	4	True
(0.0, 0.05)	Class	24	5	True
(0.0, 0.05)	Order	23	5	True
(0.0, 0.05)	Family	20	0	False
(0.0, 0.05)	Genus	19	0	False
(0.0, 0.05)	Order	16	3	True
(0.0, 0.05)	Order	16	0	False
(0.0, 0.05)	Order	13	4	True
(0.0, 0.05)	Family	12	5	True
(0.0, 0.05)	Class	12	3	True
(0.0, 0.05)	Class	8	2	True
(0.0, 0.05)	Class	7	1	True
(0.0, 0.05)	Order	6	2	True
(0.0, 0.05)	Class	5	0	True
(0.0, 0.05)	Phylum	5	0	False
(0.0, 0.05)	Order	4	1	True
(0.0, 0.05)	Kingdom	1	3	False
(0.05, 0.15)	Species	78120	5	False
(0.05, 0.15)	Species	52928	2	False
(0.05, 0.15)	Species	47403	3	False
(0.05, 0.15)	Species	47100	1	False
(0.05, 0.15)	Species	46568	4	False
(0.05, 0.15)	Species	24920	0	False
(0.05, 0.15)	Genus	3165	5	False
(0.05, 0.15)	Genus	1652	4	False
(0.05, 0.15)	Kingdom	1557	5	True
(0.05, 0.15)	Genus	1396	3	False
(0.05, 0.15)	Genus	984	2	False
(0.05, 0.15)	Kingdom	645	4	True
(0.05, 0.15)	Family	553	5	False
(0.05, 0.15)	Genus	501	1	False
(0.05, 0.15)	Family	487	3	False
(0.05, 0.15)	Family	460	2	False
(0.05, 0.15)	Phylum	458	1	True
(0.05, 0.15)	Phylum	450	5	True
(0.05, 0.15)	Phylum	427	2	True
(0.05, 0.15)	Family	417	4	False
(0.05, 0.15)	Kingdom	414	2	True
(0.05, 0.15)	Kingdom	404	3	True
(0.05, 0.15)	Phylum	393	0	True
(0.05, 0.15)	Family	381	1	False
(0.05, 0.15)	Phylum	379	4	True
(0.05, 0.15)	Order	376	5	False
(0.05, 0.15)	Class	370	5	False
(0.05, 0.15)	Kingdom	358	1	True
(0.05, 0.15)	Phylum	347	3	True
(0.05, 0.15)	Phylum	265	5	False
(0.05, 0.15)	Class	196	4	False
(0.05, 0.15)	Order	185	4	False
(0.05, 0.15)	Genus	176	0	False
(0.05, 0.15)	Class	162	3	False
(0.05, 0.15)	Family	161	0	False
(0.05, 0.15)	Class	151	2	False
(0.05, 0.15)	Kingdom	149	0	True
(0.05, 0.15)	Phylum	132	4	False
(0.05, 0.15)	Order	127	3	False
(0.05, 0.15)	Order	118	1	False
(0.05, 0.15)	Order	110	2	False
(0.05, 0.15)	Phylum	105	3	False
(0.05, 0.15)	Order	101	1	True
(0.05, 0.15)	Phylum	98	2	False
(0.05, 0.15)	Phylum	92	1	False
(0.05, 0.15)	Order	77	0	True
(0.05, 0.15)	Class	67	1	False
(0.05, 0.15)	Order	53	3	True
(0.05, 0.15)	Order	48	2	True
(0.05, 0.15)	Phylum	37	0	False
(0.05, 0.15)	Order	21	0	False
(0.05, 0.15)	Order	18	4	True
(0.05, 0.15)	Class	18	0	False
(0.05, 0.15)	Family	15	2	True
(0.05, 0.15)	Order	10	5	True
(0.05, 0.15)	Class	4	4	True
(0.05, 0.15)	Family	4	3	True
(0.05, 0.15)	Class	3	2	True
(0.05, 0.15)	Class	3	1	True
(0.05, 0.15)	Family	2	4	True
(0.05, 0.15)	Family	2	1	True
(0.05, 0.15)	Class	1	3	True
(0.05, 0.15)	Class	1	0	True
(0.15, 0.35)	Species	69045	5	False
(0.15, 0.35)	Species	50395	4	False
(0.15, 0.35)	Species	41238	3	False
(0.15, 0.35)	Species	26637	2	False
(0.15, 0.35)	Species	11508	1	False
(0.15, 0.35)	Genus	2938	5	False
(0.15, 0.35)	Genus	2405	4	False
(0.15, 0.35)	Species	2317	0	False
(0.15, 0.35)	Genus	2178	3	False
(0.15, 0.35)	Genus	1787	2	False
(0.15, 0.35)	Genus	1211	1	False
(0.15, 0.35)	Kingdom	1056	1	True
(0.15, 0.35)	Kingdom	1017	5	True
(0.15, 0.35)	Phylum	1008	0	True
(0.15, 0.35)	Phylum	997	1	True
(0.15, 0.35)	Family	886	2	False
(0.15, 0.35)	Kingdom	885	0	True
(0.15, 0.35)	Family	786	1	False
(0.15, 0.35)	Family	754	3	False
(0.15, 0.35)	Kingdom	688	2	True
(0.15, 0.35)	Phylum	627	2	True
(0.15, 0.35)	Family	612	4	False
(0.15, 0.35)	Family	601	5	False
(0.15, 0.35)	Phylum	595	3	True
(0.15, 0.35)	Kingdom	555	4	True
(0.15, 0.35)	Kingdom	549	3	True
(0.15, 0.35)	Family	486	0	True
(0.15, 0.35)	Phylum	472	5	True
(0.15, 0.35)	Order	466	0	True
(0.15, 0.35)	Phylum	413	4	True
(0.15, 0.35)	Genus	401	0	False
(0.15, 0.35)	Class	348	5	False
(0.15, 0.35)	Family	300	0	False
(0.15, 0.35)	Class	296	4	False
(0.15, 0.35)	Order	289	5	False
(0.15, 0.35)	Class	274	2	False
(0.15, 0.35)	Class	260	3	False
(0.15, 0.35)	Order	254	1	True
(0.15, 0.35)	Order	250	4	False
(0.15, 0.35)	Family	229	1	True
(0.15, 0.35)	Class	227	1	False
(0.15, 0.35)	Order	204	1	False
(0.15, 0.35)	Phylum	201	5	False
(0.15, 0.35)	Phylum	200	1	False
(0.15, 0.35)	Order	184	2	False
(0.15, 0.35)	Order	175	3	False
(0.15, 0.35)	Phylum	152	2	False
(0.15, 0.35)	Phylum	112	4	False
(0.15, 0.35)	Order	93	2	True
(0.15, 0.35)	Family	77	2	True
(0.15, 0.35)	Phylum	76	3	False
(0.15, 0.35)	Family	68	3	True
(0.15, 0.35)	Order	43	3	True
(0.15, 0.35)	Order	37	0	False
(0.15, 0.35)	Class	32	0	False
(0.15, 0.35)	Family	27	4	True
(0.15, 0.35)	Phylum	24	0	False
(0.15, 0.35)	Order	21	4	True
(0.15, 0.35)	Family	17	5	True
(0.15, 0.35)	Class	10	0	True
(0.15, 0.35)	Class	5	4	True
(0.15, 0.35)	Class	4	1	True
(0.15, 0.35)	Class	3	3	True
(0.15, 0.35)	Class	3	2	True
(0.15, 0.35)	Order	2	5	True
(0.15, 0.35)	Kingdom	1	4	False
(0.15, 0.35)	Species	102937	5	False
(0.15, 0.35)	Species	101565	3	False
(0.15, 0.35)	Species	94857	2	False
(0.15, 0.35)	Species	93726	4	False
(0.15, 0.35)	Species	59110	1	False
(0.15, 0.35)	Species	19590	0	False
(0.15, 0.35)	Family	15257	1	True
(0.15, 0.35)	Family	14979	0	True
(0.15, 0.35)	Family	10830	2	True
(0.15, 0.35)	Family	5267	3	True
(0.15, 0.35)	Class	3152	1	True
(0.15, 0.35)	Class	2531	2	True
(0.15, 0.35)	Genus	2266	2	False
(0.15, 0.35)	Family	2181	4	True
(0.15, 0.35)	Genus	2171	5	False
(0.15, 0.35)	Genus	2089	3	False
(0.15, 0.35)	Genus	1907	4	False
(0.15, 0.35)	Genus	1831	1	False
(0.15, 0.35)	Class	1571	0	True
(0.15, 0.35)	Phylum	1357	1	True
(0.15, 0.35)	Class	1292	3	True
(0.15, 0.35)	Phylum	1155	2	True
(0.15, 0.35)	Kingdom	850	2	True
(0.15, 0.35)	Kingdom	792	1	True
(0.15, 0.35)	Family	790	5	True
(0.15, 0.35)	Phylum	718	3	True
(0.15, 0.35)	Family	640	3	False
(0.15, 0.35)	Family	635	2	False
(0.15, 0.35)	Family	614	5	False
(0.15, 0.35)	Class	610	4	True
(0.15, 0.35)	Kingdom	588	3	True
(0.15, 0.35)	Order	588	2	False
(0.15, 0.35)	Genus	575	0	False
(0.15, 0.35)	Family	557	4	False
(0.15, 0.35)	Phylum	554	0	True
(0.15, 0.35)	Order	534	3	False
(0.15, 0.35)	Kingdom	477	5	True
(0.15, 0.35)	Order	434	1	False
(0.15, 0.35)	Order	428	4	False
(0.15, 0.35)	Kingdom	420	4	True
(0.15, 0.35)	Phylum	399	4	True
(0.15, 0.35)	Class	392	5	False
(0.15, 0.35)	Class	371	3	False
(0.15, 0.35)	Family	370	1	False
(0.15, 0.35)	Class	352	2	False
(0.15, 0.35)	Order	351	5	False
(0.15, 0.35)	Class	326	4	False
(0.15, 0.35)	Class	273	5	True
(0.15, 0.35)	Kingdom	261	0	True
(0.15, 0.35)	Phylum	220	5	True
(0.15, 0.35)	Class	208	1	False
(0.15, 0.35)	Phylum	192	5	False
(0.15, 0.35)	Order	86	0	False
(0.15, 0.35)	Order	66	1	True
(0.15, 0.35)	Phylum	62	4	False
(0.15, 0.35)	Phylum	62	3	False
(0.15, 0.35)	Order	60	2	True
(0.15, 0.35)	Order	56	0	True
(0.15, 0.35)	Family	54	0	False
(0.15, 0.35)	Order	37	3	True
(0.15, 0.35)	Class	37	0	False
(0.15, 0.35)	Genus	30	2	True
(0.15, 0.35)	Phylum	29	2	False
(0.15, 0.35)	Phylum	25	1	False
(0.15, 0.35)	Genus	16	3	True
(0.15, 0.35)	Genus	16	1	True
(0.15, 0.35)	Order	13	5	True
(0.15, 0.35)	Order	13	4	True
(0.15, 0.35)	Genus	7	0	True
(0.15, 0.35)	Phylum	7	0	False
(0.15, 0.35)	Genus	4	4	True
(0.15, 0.35)	Kingdom	3	5	False
(0.15, 0.35)	Genus	2	5	True
(0.05, 0.15)	Species	66456	5	False
(0.05, 0.15)	Species	53444	3	False
(0.05, 0.15)	Species	53336	4	False
(0.05, 0.15)	Species	50750	2	False
(0.05, 0.15)	Species	42627	1	False
(0.05, 0.15)	Species	28480	0	False
(0.05, 0.15)	Genus	3658	0	True
(0.05, 0.15)	Genus	2535	5	False
(0.05, 0.15)	Genus	1653	4	False
(0.05, 0.15)	Genus	1315	3	False
(0.05, 0.15)	Genus	1221	1	True
(0.05, 0.15)	Kingdom	1043	5	True
(0.05, 0.15)	Genus	843	2	False
(0.05, 0.15)	Kingdom	583	4	True
(0.05, 0.15)	Kingdom	463	3	True
(0.05, 0.15)	Family	455	5	False
(0.05, 0.15)	Genus	390	1	False
(0.05, 0.15)	Genus	375	2	True
(0.05, 0.15)	Phylum	369	5	False
(0.05, 0.15)	Family	354	4	False
(0.05, 0.15)	Kingdom	349	2	True
(0.05, 0.15)	Class	327	5	False
(0.05, 0.15)	Family	316	3	False
(0.05, 0.15)	Order	255	5	True
(0.05, 0.15)	Order	250	3	True
(0.05, 0.15)	Phylum	230	4	False
(0.05, 0.15)	Order	226	4	True
(0.05, 0.15)	Order	218	5	False
(0.05, 0.15)	Family	208	2	False
(0.05, 0.15)	Class	205	4	False
(0.05, 0.15)	Order	199	1	True
(0.05, 0.15)	Class	189	3	False
(0.05, 0.15)	Genus	188	0	False
(0.05, 0.15)	Order	178	2	True
(0.05, 0.15)	Order	177	0	True
(0.05, 0.15)	Order	172	3	False
(0.05, 0.15)	Phylum	170	3	False
(0.05, 0.15)	Order	160	4	False
(0.05, 0.15)	Kingdom	148	1	True
(0.05, 0.15)	Phylum	127	3	True
(0.05, 0.15)	Phylum	125	1	True
(0.05, 0.15)	Genus	123	3	True
(0.05, 0.15)	Phylum	117	2	False
(0.05, 0.15)	Phylum	115	4	True
(0.05, 0.15)	Phylum	115	2	True
(0.05, 0.15)	Class	103	2	False
(0.05, 0.15)	Phylum	100	0	True
(0.05, 0.15)	Family	99	0	True
(0.05, 0.15)	Phylum	96	5	True
(0.05, 0.15)	Family	91	1	False
(0.05, 0.15)	Order	84	2	False
(0.05, 0.15)	Kingdom	59	0	True
(0.05, 0.15)	Class	53	1	False
(0.05, 0.15)	Phylum	50	1	False
(0.05, 0.15)	Order	48	1	False
(0.05, 0.15)	Family	33	1	True
(0.05, 0.15)	Genus	30	4	True
(0.05, 0.15)	Family	30	0	False
(0.05, 0.15)	Class	28	0	False
(0.05, 0.15)	Order	23	0	False
(0.05, 0.15)	Class	18	3	True
(0.05, 0.15)	Class	17	1	True
(0.05, 0.15)	Class	14	0	True
(0.05, 0.15)	Class	7	2	True
(0.05, 0.15)	Family	6	3	True
(0.05, 0.15)	Class	5	4	True
(0.05, 0.15)	Class	3	5	True
(0.05, 0.15)	Family	3	2	True
(0.05, 0.15)	Phylum	3	0	False
(0.05, 0.15)	Genus	2	5	True
(0.15, 0.35)	Species	56627	5	False
(0.15, 0.35)	Species	30201	4	False
(0.15, 0.35)	Species	19057	3	False
(0.15, 0.35)	Species	10102	2	False
(0.15, 0.35)	Kingdom	6470	5	True
(0.15, 0.35)	Kingdom	6243	4	True
(0.15, 0.35)	Kingdom	5110	3	True
(0.15, 0.35)	Kingdom	3743	2	True
(0.15, 0.35)	Species	3598	1	False
(0.15, 0.35)	Genus	2288	5	False
(0.15, 0.35)	Kingdom	2177	1	True
(0.15, 0.35)	Genus	1343	4	False
(0.15, 0.35)	Kingdom	1157	0	True
(0.15, 0.35)	Genus	847	3	False
(0.15, 0.35)	Species	704	0	False
(0.15, 0.35)	Phylum	565	5	False
(0.15, 0.35)	Genus	482	2	False
(0.15, 0.35)	Class	454	5	False
(0.15, 0.35)	Family	421	5	False
(0.15, 0.35)	Phylum	390	4	False
(0.15, 0.35)	Order	374	5	False
(0.15, 0.35)	Family	304	4	False
(0.15, 0.35)	Class	289	3	False
(0.15, 0.35)	Phylum	267	3	False
(0.15, 0.35)	Class	234	4	False
(0.15, 0.35)	Order	228	3	False
(0.15, 0.35)	Order	227	4	False
(0.15, 0.35)	Phylum	222	2	False
(0.15, 0.35)	Family	221	3	False
(0.15, 0.35)	Genus	221	1	False
(0.15, 0.35)	Class	189	2	False
(0.15, 0.35)	Phylum	180	1	False
(0.15, 0.35)	Class	137	1	False
(0.15, 0.35)	Family	112	2	False
(0.15, 0.35)	Order	107	2	False
(0.15, 0.35)	Family	98	1	False
(0.15, 0.35)	Order	53	1	False
(0.15, 0.35)	Genus	51	0	False
(0.15, 0.35)	Phylum	41	0	False
(0.15, 0.35)	Class	31	0	False
(0.15, 0.35)	Order	25	0	False
(0.15, 0.35)	Family	10	0	False
(0.15, 0.35)	Kingdom	6	2	False
(0.0, 0.05)	Species	191372	0	True
(0.0, 0.05)	Species	102765	5	False
(0.0, 0.05)	Species	100807	2	False
(0.0, 0.05)	Species	100553	1	True
(0.0, 0.05)	Species	90341	3	False
(0.0, 0.05)	Species	78682	1	False
(0.0, 0.05)	Species	78149	4	False
(0.0, 0.05)	Species	31768	2	True
(0.0, 0.05)	Genus	28008	0	True
(0.0, 0.05)	Species	17840	0	False
(0.0, 0.05)	Genus	14049	1	True
(0.0, 0.05)	Species	8568	3	True
(0.0, 0.05)	Order	8299	0	True
(0.0, 0.05)	Order	7965	1	True
(0.0, 0.05)	Genus	5974	2	True
(0.0, 0.05)	Class	5111	1	True
(0.0, 0.05)	Family	4837	0	True
(0.0, 0.05)	Order	4087	2	True
(0.0, 0.05)	Class	3814	0	True
(0.0, 0.05)	Family	3337	1	True
(0.0, 0.05)	Genus	2859	3	True
(0.0, 0.05)	Class	2842	2	True
(0.0, 0.05)	Family	2697	2	False
(0.0, 0.05)	Family	2655	1	False
(0.0, 0.05)	Species	2536	4	True
(0.0, 0.05)	Genus	2510	5	False
(0.0, 0.05)	Genus	2484	2	False
(0.0, 0.05)	Phylum	2369	1	True
(0.0, 0.05)	Genus	2120	3	False
(0.0, 0.05)	Genus	1988	1	False
(0.0, 0.05)	Genus	1929	4	False
(0.0, 0.05)	Family	1815	3	False
(0.0, 0.05)	Kingdom	1768	1	True
(0.0, 0.05)	Phylum	1705	2	True
(0.0, 0.05)	Order	1590	3	True
(0.0, 0.05)	Kingdom	1387	2	True
(0.0, 0.05)	Phylum	1333	0	True
(0.0, 0.05)	Genus	1316	4	True
(0.0, 0.05)	Family	1285	2	True
(0.0, 0.05)	Class	1200	3	True
(0.0, 0.05)	Family	1156	4	False
(0.0, 0.05)	Family	983	5	False
(0.0, 0.05)	Kingdom	814	3	True
(0.0, 0.05)	Species	791	5	True
(0.0, 0.05)	Phylum	789	3	True
(0.0, 0.05)	Kingdom	759	0	True
(0.0, 0.05)	Genus	648	5	True
(0.0, 0.05)	Order	561	4	True
(0.0, 0.05)	Kingdom	523	4	True
(0.0, 0.05)	Class	520	3	False
(0.0, 0.05)	Class	518	5	False
(0.0, 0.05)	Class	495	4	True
(0.0, 0.05)	Family	482	3	True
(0.0, 0.05)	Class	481	2	False
(0.0, 0.05)	Kingdom	478	5	True
(0.0, 0.05)	Family	433	0	False
(0.0, 0.05)	Class	383	4	False
(0.0, 0.05)	Class	355	1	False
(0.0, 0.05)	Genus	341	0	False
(0.0, 0.05)	Phylum	332	4	True
(0.0, 0.05)	Order	307	2	False
(0.0, 0.05)	Order	299	5	False
(0.0, 0.05)	Order	246	3	False
(0.0, 0.05)	Phylum	239	5	True
(0.0, 0.05)	Order	235	5	True
(0.0, 0.05)	Class	231	5	True
(0.0, 0.05)	Order	220	1	False
(0.0, 0.05)	Order	210	4	False
(0.0, 0.05)	Family	167	4	True
(0.0, 0.05)	Phylum	133	5	False
(0.0, 0.05)	Phylum	92	4	False
(0.0, 0.05)	Phylum	61	2	False
(0.0, 0.05)	Phylum	52	3	False
(0.0, 0.05)	Family	50	5	True
(0.0, 0.05)	Phylum	44	1	False
(0.0, 0.05)	Class	38	0	False
(0.0, 0.05)	Order	20	0	False
(0.0, 0.05)	Kingdom	3	5	False
(0.0, 0.05)	Kingdom	3	3	False
(0.0, 0.05)	Phylum	3	0	False
(0.0, 0.05)	Kingdom	2	4	False
(0.15, 0.35)	Species	89633	5	False
(0.15, 0.35)	Species	81646	4	False
(0.15, 0.35)	Species	73705	3	False
(0.15, 0.35)	Species	52620	2	False
(0.15, 0.35)	Species	26230	1	False
(0.15, 0.35)	Species	8073	0	False
(0.15, 0.35)	Genus	3081	0	True
(0.15, 0.35)	Genus	2767	1	True
(0.15, 0.35)	Genus	2645	5	False
(0.15, 0.35)	Genus	2417	2	True
(0.15, 0.35)	Genus	2142	4	False
(0.15, 0.35)	Genus	2007	3	True
(0.15, 0.35)	Genus	1886	3	False
(0.15, 0.35)	Genus	1751	4	True
(0.15, 0.35)	Genus	1357	5	True
(0.15, 0.35)	Genus	1348	2	False
(0.15, 0.35)	Genus	1092	0	False
(0.15, 0.35)	Kingdom	868	5	True
(0.15, 0.35)	Genus	661	1	False
(0.15, 0.35)	Family	565	1	True
(0.15, 0.35)	Order	515	1	True
(0.15, 0.35)	Family	469	2	True
(0.15, 0.35)	Order	442	2	True
(0.15, 0.35)	Family	391	0	True
(0.15, 0.35)	Kingdom	383	4	True
(0.15, 0.35)	Order	364	3	True
(0.15, 0.35)	Family	356	3	True
(0.15, 0.35)	Kingdom	332	3	True
(0.15, 0.35)	Family	330	4	True
(0.15, 0.35)	Family	316	5	False
(0.15, 0.35)	Order	316	0	True
(0.15, 0.35)	Family	292	4	False
(0.15, 0.35)	Order	288	4	True
(0.15, 0.35)	Order	286	5	False
(0.15, 0.35)	Phylum	282	5	False
(0.15, 0.35)	Kingdom	268	2	True
(0.15, 0.35)	Kingdom	246	1	True
(0.15, 0.35)	Class	242	5	False
(0.15, 0.35)	Family	223	3	False
(0.15, 0.35)	Order	199	5	True
(0.15, 0.35)	Phylum	169	1	True
(0.15, 0.35)	Order	164	3	False
(0.15, 0.35)	Family	164	2	False
(0.15, 0.35)	Order	159	4	False
(0.15, 0.35)	Family	152	5	True
(0.15, 0.35)	Phylum	151	4	False
(0.15, 0.35)	Phylum	147	3	False
(0.15, 0.35)	Class	127	2	True
(0.15, 0.35)	Class	126	1	True
(0.15, 0.35)	Phylum	119	2	True
(0.15, 0.35)	Phylum	114	3	True
(0.15, 0.35)	Phylum	110	2	False
(0.15, 0.35)	Class	107	4	False
(0.15, 0.35)	Class	105	3	False
(0.15, 0.35)	Kingdom	97	0	True
(0.15, 0.35)	Class	89	2	False
(0.15, 0.35)	Family	88	1	False
(0.15, 0.35)	Order	84	2	False
(0.15, 0.35)	Phylum	75	5	True
(0.15, 0.35)	Order	68	1	False
(0.15, 0.35)	Phylum	64	0	True
(0.15, 0.35)	Class	62	1	False
(0.15, 0.35)	Phylum	60	4	True
(0.15, 0.35)	Class	59	3	True
(0.15, 0.35)	Class	54	4	True
(0.15, 0.35)	Phylum	53	1	False
(0.15, 0.35)	Class	43	0	True
(0.15, 0.35)	Family	20	0	False
(0.15, 0.35)	Class	19	5	True
(0.15, 0.35)	Order	18	0	False
(0.15, 0.35)	Phylum	9	0	False
(0.15, 0.35)	Kingdom	3	5	False
(0.15, 0.35)	Class	1	0	False
(0.0, 0.05)	Species	643763	0	True
(0.0, 0.05)	Species	111633	5	False
(0.0, 0.05)	Species	87098	1	True
(0.0, 0.05)	Species	49498	4	False
(0.0, 0.05)	Species	29874	3	False
(0.0, 0.05)	Species	18081	2	False
(0.0, 0.05)	Species	14136	2	True
(0.0, 0.05)	Species	7176	1	False
(0.0, 0.05)	Species	4489	3	True
(0.0, 0.05)	Genus	3097	5	False
(0.0, 0.05)	Kingdom	2095	0	True
(0.0, 0.05)	Species	2034	4	True
(0.0, 0.05)	Genus	1904	4	False
(0.0, 0.05)	Genus	1608	3	False
(0.0, 0.05)	Class	1597	2	False
(0.0, 0.05)	Class	1440	3	False
(0.0, 0.05)	Kingdom	1373	1	True
(0.0, 0.05)	Kingdom	1347	2	True
(0.0, 0.05)	Genus	1321	2	False
(0.0, 0.05)	Species	1214	5	True
(0.0, 0.05)	Class	1206	1	False
(0.0, 0.05)	Class	1156	4	False
(0.0, 0.05)	Class	1101	5	False
(0.0, 0.05)	Kingdom	1082	3	True
(0.0, 0.05)	Family	917	5	False
(0.0, 0.05)	Family	817	4	False
(0.0, 0.05)	Kingdom	792	4	True
(0.0, 0.05)	Family	763	3	False
(0.0, 0.05)	Kingdom	732	5	True
(0.0, 0.05)	Family	689	2	False
(0.0, 0.05)	Genus	687	1	False
(0.0, 0.05)	Phylum	608	2	False
(0.0, 0.05)	Phylum	507	3	False
(0.0, 0.05)	Phylum	483	1	False
(0.0, 0.05)	Order	464	3	False
(0.0, 0.05)	Order	452	5	False
(0.0, 0.05)	Family	425	1	False
(0.0, 0.05)	Order	424	4	False
(0.0, 0.05)	Family	396	0	True
(0.0, 0.05)	Phylum	395	4	False
(0.0, 0.05)	Phylum	394	5	False
(0.0, 0.05)	Order	394	2	False
(0.0, 0.05)	Order	282	1	False
(0.0, 0.05)	Species	217	0	False
(0.0, 0.05)	Class	172	0	False
(0.0, 0.05)	Class	156	0	True
(0.0, 0.05)	Genus	133	0	True
(0.0, 0.05)	Phylum	70	0	True
(0.0, 0.05)	Phylum	70	0	False
(0.0, 0.05)	Genus	55	0	False
(0.0, 0.05)	Family	48	0	False
(0.0, 0.05)	Family	31	1	True
(0.0, 0.05)	Order	30	0	False
(0.0, 0.05)	Phylum	27	5	True
(0.0, 0.05)	Phylum	25	4	True
(0.0, 0.05)	Phylum	23	3	True
(0.0, 0.05)	Genus	22	1	True
(0.0, 0.05)	Phylum	21	1	True
(0.0, 0.05)	Class	18	1	True
(0.0, 0.05)	Phylum	13	2	True
(0.0, 0.05)	Genus	8	2	True
(0.0, 0.05)	Genus	5	3	True
(0.0, 0.05)	Class	4	2	True
(0.0, 0.05)	Order	3	0	True
(0.0, 0.05)	Kingdom	2	5	False
(0.0, 0.05)	Class	2	4	True
(0.0, 0.05)	Family	2	3	True
(0.0, 0.05)	Genus	1	5	True
(0.0, 0.05)	Kingdom	1	4	False
(0.0, 0.05)	Class	1	3	True
(0.0, 0.05)	Kingdom	1	3	False
(0.0, 0.05)	Family	1	2	True
(0.0, 0.05)	Species	183413	0	False
(0.0, 0.05)	Species	99069	1	False
(0.0, 0.05)	Species	68607	5	False
(0.0, 0.05)	Species	43314	2	False
(0.0, 0.05)	Species	34835	4	False
(0.0, 0.05)	Species	29161	3	False
(0.0, 0.05)	Genus	3319	5	False
(0.0, 0.05)	Genus	3314	0	False
(0.0, 0.05)	Kingdom	2128	5	True
(0.0, 0.05)	Genus	1944	4	False
(0.0, 0.05)	Genus	1807	1	False
(0.0, 0.05)	Genus	1782	3	False
(0.0, 0.05)	Genus	1670	2	False
(0.0, 0.05)	Kingdom	1318	4	True
(0.0, 0.05)	Kingdom	1265	3	True
(0.0, 0.05)	Kingdom	1142	1	True
(0.0, 0.05)	Kingdom	1077	2	True
(0.0, 0.05)	Kingdom	759	0	True
(0.0, 0.05)	Phylum	673	5	False
(0.0, 0.05)	Family	508	5	False
(0.0, 0.05)	Family	484	4	False
(0.0, 0.05)	Class	477	5	False
(0.0, 0.05)	Order	452	5	False
(0.0, 0.05)	Family	434	3	False
(0.0, 0.05)	Family	427	2	False
(0.0, 0.05)	Family	426	1	False
(0.0, 0.05)	Class	377	4	False
(0.0, 0.05)	Phylum	357	2	False
(0.0, 0.05)	Class	353	2	False
(0.0, 0.05)	Phylum	328	4	False
(0.0, 0.05)	Class	314	3	False
(0.0, 0.05)	Phylum	301	3	False
(0.0, 0.05)	Order	286	4	False
(0.0, 0.05)	Order	261	3	False
(0.0, 0.05)	Order	254	2	False
(0.0, 0.05)	Phylum	244	1	False
(0.0, 0.05)	Class	227	1	False
(0.0, 0.05)	Order	204	1	False
(0.0, 0.05)	Class	184	3	True
(0.0, 0.05)	Class	178	4	True
(0.0, 0.05)	Class	167	1	True
(0.0, 0.05)	Class	158	2	True
(0.0, 0.05)	Order	135	0	False
(0.0, 0.05)	Family	132	0	False
(0.0, 0.05)	Class	120	5	True
(0.0, 0.05)	Class	118	0	True
(0.0, 0.05)	Class	83	0	False
(0.0, 0.05)	Phylum	61	0	True
(0.0, 0.05)	Phylum	46	0	False
(0.0, 0.05)	Phylum	25	1	True
(0.0, 0.05)	Phylum	11	2	True
(0.0, 0.05)	Phylum	8	5	True
(0.0, 0.05)	Kingdom	4	2	False
(0.0, 0.05)	Phylum	3	3	True
(0.0, 0.05)	Phylum	2	4	True
(0.15, 0.35)	Species	132756	5	False
(0.15, 0.35)	Species	86385	4	False
(0.15, 0.35)	Species	75791	3	False
(0.15, 0.35)	Species	62905	2	False
(0.15, 0.35)	Species	33414	1	False
(0.15, 0.35)	Species	6244	0	False
