Bin	Rank	Count	Hamming_distance	Match
(0.15, 0.35)	Genus	908	2	False
(0.15, 0.35)	Kingdom	826	1	True
(0.15, 0.35)	Genus	652	1	False
(0.15, 0.35)	Phylum	597	5	False
(0.15, 0.35)	Family	579	5	False
(0.15, 0.35)	Kingdom	513	0	True
(0.15, 0.35)	Class	502	5	False
(0.15, 0.35)	Family	460	3	False
(0.15, 0.35)	Order	452	5	False
(0.15, 0.35)	Phylum	424	4	False
(0.15, 0.35)	Phylum	392	3	False
(0.15, 0.35)	Phylum	392	2	False
(0.15, 0.35)	Family	367	4	False
(0.15, 0.35)	Family	354	2	False
(0.15, 0.35)	Order	334	4	False
(0.15, 0.35)	Family	330	1	False
(0.15, 0.35)	Order	323	3	False
(0.15, 0.35)	Class	298	1	False
(0.15, 0.35)	Class	288	3	False
(0.15, 0.35)	Class	283	2	False
(0.15, 0.35)	Class	269	4	False
(0.15, 0.35)	Order	250	2	False
(0.15, 0.35)	Genus	229	0	False
(0.15, 0.35)	Phylum	216	1	False
(0.15, 0.35)	Family	150	0	False
(0.15, 0.35)	Order	127	1	False
(0.15, 0.35)	Phylum	114	0	False
(0.15, 0.35)	Order	69	0	False
(0.15, 0.35)	Class	54	0	False
(0.15, 0.35)	Kingdom	2	5	False
(0.15, 0.35)	Species	43364	5	False
(0.15, 0.35)	Species	27072	4	False
(0.15, 0.35)	Species	16454	3	False
(0.15, 0.35)	Species	7629	2	False
(0.15, 0.35)	Species	2095	1	False
(0.15, 0.35)	Genus	2086	5	False
(0.15, 0.35)	Kingdom	1361	5	True
(0.15, 0.35)	Genus	1351	4	False
(0.15, 0.35)	Kingdom	1010	4	True
(0.15, 0.35)	Genus	942	3	False
(0.15, 0.35)	Kingdom	846	3	True
(0.15, 0.35)	Phylum	584	4	False
(0.15, 0.35)	Phylum	577	5	False
(0.15, 0.35)	Kingdom	575	2	True
(0.15, 0.35)	Class	534	5	False
(0.15, 0.35)	Genus	528	2	False
(0.15, 0.35)	Phylum	525	3	False
(0.15, 0.35)	Class	451	4	False
(0.15, 0.35)	Class	395	3	False
(0.15, 0.35)	Family	385	4	False
(0.15, 0.35)	Family	384	5	False
(0.15, 0.35)	Kingdom	348	1	True
(0.15, 0.35)	Order	347	5	False
(0.15, 0.35)	Phylum	291	2	False
(0.15, 0.35)	Family	286	3	False
(0.15, 0.35)	Species	261	0	False
(0.15, 0.35)	Order	255	4	False
(0.15, 0.35)	Class	227	2	False
(0.15, 0.35)	Order	212	3	False
(0.15, 0.35)	Genus	196	1	False
(0.15, 0.35)	Family	149	2	False
(0.15, 0.35)	Order	137	2	False
(0.15, 0.35)	Phylum	136	1	False
(0.15, 0.35)	Class	95	1	False
(0.15, 0.35)	Kingdom	89	0	True
(0.15, 0.35)	Genus	82	0	False
(0.15, 0.35)	Family	78	1	False
(0.15, 0.35)	Order	40	1	False
(0.15, 0.35)	Class	33	0	False
(0.15, 0.35)	Phylum	30	0	False
(0.15, 0.35)	Order	24	0	False
(0.15, 0.35)	Family	11	0	False
(0.15, 0.35)	Kingdom	1	5	False
(0.15, 0.35)	Kingdom	1	3	False
(0.05, 0.15)	Species	111409	3	False
(0.05, 0.15)	Species	107195	2	False
(0.05, 0.15)	Species	101387	5	False
(0.05, 0.15)	Species	98161	4	False
(0.05, 0.15)	Species	71571	1	False
(0.05, 0.15)	Genus	22467	0	False
(0.05, 0.15)	Species	21455	0	False
(0.05, 0.15)	Genus	18478	1	False
(0.05, 0.15)	Genus	12626	2	False
(0.05, 0.15)	Genus	7089	3	False
(0.05, 0.15)	Class	3838	1	False
(0.05, 0.15)	Genus	3767	4	False
(0.05, 0.15)	Phylum	3503	1	True
(0.05, 0.15)	Class	3051	0	False
(0.05, 0.15)	Phylum	2955	0	True
(0.05, 0.15)	Genus	2912	5	False
(0.05, 0.15)	Phylum	2611	2	True
(0.05, 0.15)	Class	2609	2	False
(0.05, 0.15)	Kingdom	1923	1	True
(0.05, 0.15)	Family	1544	1	False
(0.05, 0.15)	Class	1496	3	False
(0.05, 0.15)	Family	1469	2	False
(0.05, 0.15)	Phylum	1404	3	True
(0.05, 0.15)	Kingdom	1403	2	True
(0.05, 0.15)	Kingdom	1392	0	True
(0.05, 0.15)	Family	1329	3	False
(0.05, 0.15)	Family	950	4	False
(0.05, 0.15)	Class	863	4	False
(0.05, 0.15)	Kingdom	828	3	True
(0.05, 0.15)	Family	768	5	False
(0.05, 0.15)	Order	655	2	False
(0.05, 0.15)	Phylum	650	4	True
(0.05, 0.15)	Order	628	1	False
(0.05, 0.15)	Class	591	5	False
(0.05, 0.15)	Order	530	3	False
(0.05, 0.15)	Kingdom	511	5	True
(0.05, 0.15)	Kingdom	509	4	True
(0.05, 0.15)	Family	426	0	False
(0.05, 0.15)	Order	382	4	False
(0.05, 0.15)	Order	332	5	False
(0.05, 0.15)	Phylum	249	5	True
(0.05, 0.15)	Order	247	0	False
(0.05, 0.15)	Class	207	1	True
(0.05, 0.15)	Order	173	2	True
(0.05, 0.15)	Class	171	2	True
(0.05, 0.15)	Order	152	1	True
(0.05, 0.15)	Phylum	151	5	False
(0.05, 0.15)	Class	127	3	True
(0.05, 0.15)	Order	123	4	True
(0.05, 0.15)	Order	117	3	True
(0.05, 0.15)	Phylum	100	4	False
(0.05, 0.15)	Phylum	91	1	False
(0.05, 0.15)	Phylum	87	3	False
(0.05, 0.15)	Phylum	80	2	False
(0.05, 0.15)	Order	72	5	True
(0.05, 0.15)	Class	70	4	True
(0.05, 0.15)	Family	69	2	True
(0.05, 0.15)	Family	66	3	True
(0.05, 0.15)	Family	52	4	True
(0.05, 0.15)	Family	52	1	True
(0.05, 0.15)	Family	34	5	True
(0.05, 0.15)	Class	34	5	True
(0.05, 0.15)	Order	31	0	True
(0.05, 0.15)	Class	23	0	True
(0.05, 0.15)	Kingdom	3	1	False
(0.05, 0.15)	Kingdom	2	5	False
(0.05, 0.15)	Kingdom	1	4	False
(0.05, 0.15)	Family	1	0	True
(0.15, 0.35)	Species	68695	5	False
(0.15, 0.35)	Species	47656	4	False
(0.15, 0.35)	Species	38723	3	False
(0.15, 0.35)	Species	24793	2	False
(0.15, 0.35)	Species	10484	1	False
(0.15, 0.35)	Genus	3311	5	False
(0.15, 0.35)	Genus	2542	4	False
(0.15, 0.35)	Genus	2382	3	False
(0.15, 0.35)	Genus	1980	2	False
(0.15, 0.35)	Species	1690	0	False
(0.15, 0.35)	Kingdom	1132	5	True
(0.15, 0.35)	Family	1125	2	False
(0.15, 0.35)	Family	959	3	False
(0.15, 0.35)	Genus	956	1	False
(0.15, 0.35)	Family	807	4	False
(0.15, 0.35)	Family	791	1	False
(0.15, 0.35)	Family	711	5	False
(0.15, 0.35)	Phylum	684	1	True
(0.15, 0.35)	Phylum	640	3	True
(0.15, 0.35)	Phylum	586	2	True
(0.15, 0.35)	Kingdom	585	4	True
(0.15, 0.35)	Phylum	558	5	True
(0.15, 0.35)	Phylum	507	4	True
(0.15, 0.35)	Kingdom	492	2	True
(0.15, 0.35)	Kingdom	465	3	True
(0.15, 0.35)	Kingdom	461	1	True
(0.15, 0.35)	Phylum	421	0	True
(0.15, 0.35)	Family	388	0	False
(0.15, 0.35)	Class	350	5	False
(0.15, 0.35)	Order	323	5	False
(0.15, 0.35)	Kingdom	265	0	True
(0.15, 0.35)	Class	248	4	False
(0.15, 0.35)	Genus	243	0	False
(0.15, 0.35)	Class	222	3	False
(0.15, 0.35)	Order	192	4	False
(0.15, 0.35)	Order	186	2	False
(0.15, 0.35)	Order	178	3	False
(0.15, 0.35)	Class	177	2	False
(0.15, 0.35)	Phylum	163	5	False
(0.15, 0.35)	Order	146	1	False
(0.15, 0.35)	Phylum	116	4	False
(0.15, 0.35)	Phylum	98	3	False
(0.15, 0.35)	Phylum	92	2	False
(0.15, 0.35)	Order	91	0	True
(0.15, 0.35)	Order	88	1	True
(0.15, 0.35)	Class	81	1	False
(0.15, 0.35)	Order	79	2	True
(0.15, 0.35)	Phylum	79	1	False
(0.15, 0.35)	Order	39	0	False
(0.15, 0.35)	Family	33	0	True
(0.15, 0.35)	Order	31	3	True
(0.15, 0.35)	Order	28	4	True
(0.15, 0.35)	Family	22	1	True
(0.15, 0.35)	Class	17	0	False
(0.15, 0.35)	Genus	8	2	True
(0.15, 0.35)	Genus	6	0	True
(0.15, 0.35)	Phylum	6	0	False
(0.15, 0.35)	Family	4	4	True
(0.15, 0.35)	Family	4	2	True
(0.15, 0.35)	Order	3	5	True
(0.15, 0.35)	Class	3	2	True
(0.15, 0.35)	Genus	2	5	True
(0.15, 0.35)	Class	2	1	True
(0.15, 0.35)	Genus	1	1	True
(0.15, 0.35)	Class	1	0	True
(0.0, 0.05)	Species	906413	0	False
(0.0, 0.05)	Species	109188	1	False
(0.0, 0.05)	Species	47253	5	False
(0.0, 0.05)	Species	30352	2	False
(0.0, 0.05)	Species	30072	4	False
(0.0, 0.05)	Species	25622	3	False
(0.0, 0.05)	Genus	2168	5	False
(0.0, 0.05)	Genus	1550	4	False
(0.0, 0.05)	Genus	1151	3	False
(0.0, 0.05)	Genus	759	2	False
(0.0, 0.05)	Order	627	0	True
(0.0, 0.05)	Kingdom	592	5	True
(0.0, 0.05)	Kingdom	575	0	True
(0.0, 0.05)	Kingdom	481	2	True
(0.0, 0.05)	Kingdom	433	4	True
(0.0, 0.05)	Family	425	5	False
(0.0, 0.05)	Kingdom	424	1	True
(0.0, 0.05)	Kingdom	401	3	True
(0.0, 0.05)	Family	390	4	False
(0.0, 0.05)	Genus	390	1	False
(0.0, 0.05)	Class	342	5	False
(0.0, 0.05)	Phylum	305	0	True
(0.0, 0.05)	Family	302	3	False
(0.0, 0.05)	Order	298	5	False
(0.0, 0.05)	Order	289	4	True
(0.0, 0.05)	Order	287	3	True
(0.0, 0.05)	Family	284	0	True
(0.0, 0.05)	Class	283	4	False
(0.0, 0.05)	Phylum	267	5	False
(0.0, 0.05)	Class	261	3	False
(0.0, 0.05)	Order	251	5	True
(0.0, 0.05)	Family	249	2	False
(0.0, 0.05)	Class	238	2	False
(0.0, 0.05)	Phylum	216	4	False
(0.0, 0.05)	Genus	212	0	True
(0.0, 0.05)	Order	196	2	True
(0.0, 0.05)	Phylum	191	3	False
(0.0, 0.05)	Order	189	1	True
(0.0, 0.05)	Order	169	4	False
(0.0, 0.05)	Order	158	3	False
(0.0, 0.05)	Phylum	154	2	False
(0.0, 0.05)	Family	144	1	False
(0.0, 0.05)	Order	137	2	False
(0.0, 0.05)	Class	111	1	False
(0.0, 0.05)	Phylum	109	2	True
(0.0, 0.05)	Phylum	108	1	False
(0.0, 0.05)	Phylum	98	1	True
(0.0, 0.05)	Phylum	80	4	True
(0.0, 0.05)	Phylum	78	5	True
(0.0, 0.05)	Phylum	78	3	True
(0.0, 0.05)	Order	44	1	False
(0.0, 0.05)	Genus	37	0	False
(0.0, 0.05)	Family	31	1	True
(0.0, 0.05)	Class	18	0	False
(0.0, 0.05)	Order	16	0	False
(0.0, 0.05)	Class	14	3	True
(0.0, 0.05)	Class	14	1	True
(0.0, 0.05)	Class	12	2	True
(0.0, 0.05)	Family	10	3	True
(0.0, 0.05)	Family	10	0	False
(0.0, 0.05)	Family	9	2	True
(0.0, 0.05)	Genus	9	1	True
(0.0, 0.05)	Phylum	3	0	False
(0.0, 0.05)	Class	2	4	True
(0.0, 0.05)	Kingdom	2	4	False
(0.0, 0.05)	Genus	2	2	True
(0.0, 0.05)	Class	1	0	True
(0.15, 0.35)	Species	102719	5	False
(0.15, 0.35)	Species	45558	4	False
(0.15, 0.35)	Species	28611	3	False
(0.15, 0.35)	Species	16694	2	False
(0.15, 0.35)	Species	6686	1	False
(0.15, 0.35)	Genus	2855	5	False
(0.15, 0.35)	Class	1914	2	False
(0.15, 0.35)	Genus	1858	4	False
(0.15, 0.35)	Genus	1626	3	False
(0.15, 0.35)	Class	1584	3	False
(0.15, 0.35)	Class	1289	1	False
(0.15, 0.35)	Kingdom	1286	2	True
(0.15, 0.35)	Genus	1218	2	False
(0.15, 0.35)	Class	1170	4	False
(0.15, 0.35)	Kingdom	1161	3	True
(0.15, 0.35)	Kingdom	1150	1	True
(0.15, 0.35)	Class	1149	5	False
(0.15, 0.35)	Family	993	5	False
(0.15, 0.35)	Species	954	0	False
(0.15, 0.35)	Kingdom	886	4	True
(0.15, 0.35)	Kingdom	824	5	True
(0.15, 0.35)	Family	796	4	False
(0.15, 0.35)	Family	750	3	False
(0.15, 0.35)	Genus	721	1	False
(0.15, 0.35)	Family	663	2	False
(0.15, 0.35)	Phylum	535	2	False
(0.15, 0.35)	Kingdom	513	0	True
(0.15, 0.35)	Phylum	501	3	False
(0.15, 0.35)	Order	471	5	False
(0.15, 0.35)	Family	470	1	False
(0.15, 0.35)	Phylum	457	4	False
(0.15, 0.35)	Order	453	3	False
(0.15, 0.35)	Phylum	447	5	False
(0.15, 0.35)	Order	438	4	False
(0.15, 0.35)	Phylum	397	1	False
(0.15, 0.35)	Class	392	0	False
(0.15, 0.35)	Order	365	2	False
(0.15, 0.35)	Order	251	1	False
(0.15, 0.35)	Genus	145	0	False
(0.15, 0.35)	Phylum	123	0	False
(0.15, 0.35)	Family	97	0	False
(0.15, 0.35)	Order	78	0	False
(0.15, 0.35)	Kingdom	4	1	False
(0.15, 0.35)	Kingdom	3	5	False
(0.15, 0.35)	Kingdom	3	3	False
(0.15, 0.35)	Species	67176	5	False
(0.15, 0.35)	Species	54690	4	False
(0.15, 0.35)	Species	45808	3	False
(0.15, 0.35)	Species	31100	2	False
(0.15, 0.35)	Species	12880	1	False
(0.15, 0.35)	Genus	2646	5	False
(0.15, 0.35)	Genus	2443	4	False
(0.15, 0.35)	Genus	2293	3	False
(0.15, 0.35)	Species	1968	0	False
(0.15, 0.35)	Genus	1798	2	False
(0.15, 0.35)	Genus	1196	1	False
(0.15, 0.35)	Class	941	1	True
(0.15, 0.35)	Kingdom	876	5	True
(0.15, 0.35)	Class	798	2	True
(0.15, 0.35)	Family	706	1	False
(0.15, 0.35)	Family	670	2	False
(0.15, 0.35)	Family	662	3	False
(0.15, 0.35)	Family	606	4	False
(0.15, 0.35)	Class	585	3	True
(0.15, 0.35)	Family	529	5	False
(0.15, 0.35)	Class	512	0	True
(0.15, 0.35)	Kingdom	493	4	True
(0.15, 0.35)	Family	461	0	False
(0.15, 0.35)	Kingdom	455	3	True
(0.15, 0.35)	Phylum	455	1	True
(0.15, 0.35)	Kingdom	452	1	True
(0.15, 0.35)	Kingdom	437	2	True
(0.15, 0.35)	Class	374	4	True
(0.15, 0.35)	Genus	372	0	False
(0.15, 0.35)	Phylum	354	2	True
(0.15, 0.35)	Order	325	5	False
(0.15, 0.35)	Order	296	4	False
(0.15, 0.35)	Order	280	3	False
(0.15, 0.35)	Order	280	2	False
(0.15, 0.35)	Kingdom	269	0	True
(0.15, 0.35)	Phylum	261	5	False
(0.15, 0.35)	Class	252	5	True
(0.15, 0.35)	Class	217	5	False
(0.15, 0.35)	Phylum	214	0	True
(0.15, 0.35)	Phylum	212	3	True
(0.15, 0.35)	Phylum	189	4	False
(0.15, 0.35)	Order	175	1	False
(0.15, 0.35)	Class	165	2	False
(0.15, 0.35)	Class	159	3	False
(0.15, 0.35)	Phylum	155	3	False
(0.15, 0.35)	Class	153	4	False
(0.15, 0.35)	Phylum	117	2	False
(0.15, 0.35)	Phylum	104	4	True
(0.15, 0.35)	Class	88	1	False
(0.15, 0.35)	Phylum	71	5	True
(0.15, 0.35)	Phylum	60	1	False
(0.15, 0.35)	Order	40	0	False
(0.15, 0.35)	Class	12	0	False
(0.15, 0.35)	Order	3	2	True
(0.15, 0.35)	Phylum	3	0	False
(0.15, 0.35)	Order	2	5	True
(0.15, 0.35)	Kingdom	1	4	False
(0.15, 0.35)	Order	1	3	True
(0.15, 0.35)	Order	1	1	True
(0.15, 0.35)	Order	1	0	True
(0.0, 0.05)	Species	654428	0	False
(0.0, 0.05)	Species	163156	5	False
(0.0, 0.05)	Species	90760	4	False
(0.0, 0.05)	Species	81659	3	False
(0.0, 0.05)	Species	73758	2	False
(0.0, 0.05)	Species	71234	1	False
(0.0, 0.05)	Class	17493	1	True
(0.0, 0.05)	Class	15546	0	True
(0.0, 0.05)	Order	14634	0	True
(0.0, 0.05)	Class	10752	2	True
(0.0, 0.05)	Genus	5989	2	False
(0.0, 0.05)	Order	5975	1	True
(0.0, 0.05)	Genus	5336	1	False
(0.0, 0.05)	Class	5073	3	True
(0.0, 0.05)	Family	4987	0	True
(0.0, 0.05)	Genus	4611	3	False
(0.0, 0.05)	Genus	4391	5	False
(0.0, 0.05)	Genus	3822	4	False
(0.0, 0.05)	Kingdom	3361	1	True
(0.0, 0.05)	Family	3088	1	False
(0.0, 0.05)	Order	3001	2	True
(0.0, 0.05)	Family	2896	2	False
(0.0, 0.05)	Kingdom	2719	0	True
(0.0, 0.05)	Kingdom	2354	2	True
(0.0, 0.05)	Class	2298	4	True
(0.0, 0.05)	Family	2022	3	False
(0.0, 0.05)	Class	1463	5	True
(0.0, 0.05)	Family	1435	4	False
(0.0, 0.05)	Family	1323	5	False
(0.0, 0.05)	Order	1158	3	True
(0.0, 0.05)	Kingdom	1089	3	True
(0.0, 0.05)	Genus	908	0	False
(0.0, 0.05)	Order	744	2	False
(0.0, 0.05)	Order	739	1	False
(0.0, 0.05)	Kingdom	644	4	True
(0.0, 0.05)	Kingdom	597	5	True
(0.0, 0.05)	Order	518	3	False
(0.0, 0.05)	Phylum	489	1	True
(0.0, 0.05)	Family	478	1	True
(0.0, 0.05)	Order	415	5	False
(0.0, 0.05)	Order	404	4	True
(0.0, 0.05)	Order	393	4	False
(0.0, 0.05)	Phylum	356	0	True
(0.0, 0.05)	Phylum	313	3	False
(0.0, 0.05)	Phylum	313	1	False
(0.0, 0.05)	Phylum	300	2	False
(0.0, 0.05)	Phylum	297	2	True
(0.0, 0.05)	Phylum	268	5	False
(0.0, 0.05)	Class	263	2	False
(0.0, 0.05)	Class	239	3	False
(0.0, 0.05)	Class	238	5	False
(0.0, 0.05)	Phylum	236	4	False
(0.0, 0.05)	Family	201	0	False
(0.0, 0.05)	Class	195	4	False
(0.0, 0.05)	Class	172	1	False
(0.0, 0.05)	Order	170	5	True
(0.0, 0.05)	Phylum	143	3	True
(0.0, 0.05)	Family	142	2	True
(0.0, 0.05)	Family	67	3	True
(0.0, 0.05)	Phylum	49	5	True
(0.0, 0.05)	Phylum	48	4	True
(0.0, 0.05)	Order	44	0	False
(0.0, 0.05)	Family	20	5	True
(0.0, 0.05)	Family	16	4	True
(0.0, 0.05)	Phylum	13	0	False
(0.0, 0.05)	Genus	8	1	True
(0.0, 0.05)	Class	7	0	False
(0.0, 0.05)	Kingdom	4	2	False
(0.0, 0.05)	Kingdom	2	5	False
(0.0, 0.05)	Genus	2	3	True
(0.0, 0.05)	Genus	1	4	True
(0.05, 0.15)	Species	88510	2	False
(0.05, 0.15)	Species	83912	3	False
(0.05, 0.15)	Species	81166	1	False
(0.05, 0.15)	Species	79274	5	False
(0.05, 0.15)	Species	75336	4	False
(0.05, 0.15)	Species	53358	0	False
(0.05, 0.15)	Genus	3272	5	False
(0.05, 0.15)	Genus	2851	4	False
(0.05, 0.15)	Genus	2555	3	False
(0.05, 0.15)	Genus	2069	0	True
(0.05, 0.15)	Genus	2050	2	False
(0.05, 0.15)	Genus	1144	1	False
(0.05, 0.15)	Kingdom	830	5	True
(0.05, 0.15)	Genus	677	1	True
(0.05, 0.15)	Order	676	2	True
(0.05, 0.15)	Family	653	0	True
(0.05, 0.15)	Order	644	1	True
(0.05, 0.15)	Kingdom	568	4	True
(0.05, 0.15)	Family	548	3	False
(0.05, 0.15)	Kingdom	533	2	True
(0.05, 0.15)	Family	529	5	False
(0.05, 0.15)	Order	524	0	True
(0.05, 0.15)	Family	503	4	False
(0.05, 0.15)	Kingdom	499	3	True
(0.05, 0.15)	Family	492	2	False
(0.05, 0.15)	Kingdom	465	1	True
(0.05, 0.15)	Family	444	1	False
(0.05, 0.15)	Family	388	1	True
(0.05, 0.15)	Order	360	3	True
(0.05, 0.15)	Phylum	351	5	False
(0.05, 0.15)	Order	342	5	False
(0.05, 0.15)	Order	314	4	False
(0.05, 0.15)	Class	309	5	False
(0.05, 0.15)	Kingdom	286	0	True
(0.05, 0.15)	Genus	270	2	True
(0.05, 0.15)	Order	256	4	True
(0.05, 0.15)	Class	249	4	False
(0.05, 0.15)	Class	246	1	True
(0.05, 0.15)	Order	241	2	False
(0.05, 0.15)	Order	228	3	False
(0.05, 0.15)	Order	212	5	True
(0.05, 0.15)	Class	209	3	False
(0.05, 0.15)	Phylum	197	4	False
(0.05, 0.15)	Class	182	2	True
(0.05, 0.15)	Genus	181	0	False
(0.05, 0.15)	Family	176	2	True
(0.05, 0.15)	Class	176	2	False
(0.05, 0.15)	Class	170	0	True
(0.05, 0.15)	Phylum	156	2	False
(0.05, 0.15)	Phylum	152	3	True
(0.05, 0.15)	Phylum	147	3	False
(0.05, 0.15)	Phylum	145	2	True
(0.05, 0.15)	Genus	143	3	True
(0.05, 0.15)	Phylum	131	1	True
(0.05, 0.15)	Family	126	0	False
(0.05, 0.15)	Order	118	1	False
(0.05, 0.15)	Phylum	111	1	False
(0.05, 0.15)	Class	110	1	False
(0.05, 0.15)	Phylum	99	5	True
(0.05, 0.15)	Phylum	98	0	True
(0.05, 0.15)	Phylum	94	4	True
(0.05, 0.15)	Class	77	3	True
(0.05, 0.15)	Genus	57	4	True
(0.05, 0.15)	Family	43	3	True
(0.05, 0.15)	Family	40	4	True
(0.05, 0.15)	Genus	29	5	True
(0.05, 0.15)	Class	24	4	True
(0.05, 0.15)	Order	24	0	False
(0.05, 0.15)	Class	18	5	True
(0.05, 0.15)	Phylum	18	0	False
(0.05, 0.15)	Class	16	0	False
(0.05, 0.15)	Family	9	5	True
(0.0, 0.05)	Family	1169484	0	True
(0.0, 0.05)	Family	59690	1	True
(0.0, 0.05)	Species	51981	5	False
(0.0, 0.05)	Species	36401	4	False
(0.0, 0.05)	Species	34338	0	False
(0.0, 0.05)	Species	26226	3	False
(0.0, 0.05)	Species	23605	1	False
(0.0, 0.05)	Species	16549	0	True
(0.0, 0.05)	Species	15897	2	False
(0.0, 0.05)	Species	8754	1	True
(0.0, 0.05)	Genus	3724	5	False
(0.0, 0.05)	Genus	3136	4	False
(0.0, 0.05)	Family	2962	2	True
(0.0, 0.05)	Genus	2758	3	False
(0.0, 0.05)	Genus	1784	2	False
(0.0, 0.05)	Species	956	2	True
(0.0, 0.05)	Genus	874	1	False
(0.0, 0.05)	Kingdom	820	5	True
(0.0, 0.05)	Family	763	3	True
(0.0, 0.05)	Order	758	0	True
(0.0, 0.05)	Phylum	660	4	True
(0.0, 0.05)	Phylum	594	3	True
(0.0, 0.05)	Phylum	579	0	True
(0.0, 0.05)	Phylum	576	5	True
(0.0, 0.05)	Family	527	4	True
(0.0, 0.05)	Kingdom	493	4	True
(0.0, 0.05)	Family	452	5	True
(0.0, 0.05)	Family	438	4	False
(0.0, 0.05)	Phylum	433	2	True
(0.0, 0.05)	Kingdom	391	2	True
(0.0, 0.05)	Family	389	3	False
(0.0, 0.05)	Kingdom	362	3	True
(0.0, 0.05)	Kingdom	355	0	True
(0.0, 0.05)	Phylum	344	1	True
(0.0, 0.05)	Family	341	5	False
(0.0, 0.05)	Kingdom	328	1	True
(0.0, 0.05)	Family	261	2	False
(0.0, 0.05)	Order	242	1	True
(0.0, 0.05)	Order	204	5	False
(0.0, 0.05)	Class	193	5	False
(0.0, 0.05)	Class	176	4	False
(0.0, 0.05)	Phylum	173	5	False
(0.0, 0.05)	Order	161	4	False
(0.0, 0.05)	Family	161	1	False
(0.0, 0.05)	Genus	156	0	False
(0.0, 0.05)	Class	154	3	False
(0.0, 0.05)	Order	137	3	False
(0.0, 0.05)	Order	133	2	True
(0.0, 0.05)	Phylum	109	3	False
(0.0, 0.05)	Order	105	2	False
(0.0, 0.05)	Order	97	3	True
(0.0, 0.05)	Species	87	3	True
(0.0, 0.05)	Phylum	81	4	False
(0.0, 0.05)	Phylum	80	2	False
(0.0, 0.05)	Order	78	4	True
(0.0, 0.05)	Phylum	67	1	False
(0.0, 0.05)	Class	61	1	False
(0.0, 0.05)	Class	58	2	False
(0.0, 0.05)	Order	58	1	False
(0.0, 0.05)	Order	39	5	True
(0.0, 0.05)	Order	23	0	False
(0.0, 0.05)	Species	14	4	True
(0.0, 0.05)	Species	12	5	True
(0.0, 0.05)	Family	10	0	False
(0.0, 0.05)	Genus	5	0	True
(0.0, 0.05)	Class	4	1	True
(0.0, 0.05)	Genus	3	1	True
(0.0, 0.05)	Class	3	0	True
(0.0, 0.05)	Genus	2	5	True
(0.0, 0.05)	Class	2	0	False
(0.0, 0.05)	Class	1	4	True
(0.15, 0.35)	Species	171026	5	False
(0.15, 0.35)	Species	85656	4	False
(0.15, 0.35)	Species	64254	3	False
(0.15, 0.35)	Species	49004	2	False
(0.15, 0.35)	Species	25538	1	False
(0.15, 0.35)	Genus	4618	5	False
(0.15, 0.35)	Species	4597	0	False
(0.15, 0.35)	Class	3665	1	True
(0.15, 0.35)	Genus	3025	4	False
(0.15, 0.35)	Genus	2989	3	False
(0.15, 0.35)	Genus	2905	2	False
(0.15, 0.35)	Class	2807	2	True
(0.15, 0.35)	Family	2760	2	False
(0.15, 0.35)	Phylum	2662	1	True
(0.15, 0.35)	Family	2448	1	False
(0.15, 0.35)	Order	2251	2	False
(0.15, 0.35)	Family	2180	3	False
(0.15, 0.35)	Order	2100	1	False
(0.15, 0.35)	Genus	2085	1	False
(0.15, 0.35)	Kingdom	2065	1	True
(0.15, 0.35)	Kingdom	1956	2	True
(0.15, 0.35)	Phylum	1943	2	True
(0.15, 0.35)	Family	1807	4	False
(0.15, 0.35)	Family	1794	5	False
(0.15, 0.35)	Class	1739	0	True
(0.15, 0.35)	Class	1447	3	True
(0.15, 0.35)	Order	1301	3	False
(0.15, 0.35)	Phylum	1159	0	True
(0.15, 0.35)	Kingdom	1153	3	True
(0.15, 0.35)	Phylum	1068	3	True
(0.15, 0.35)	Class	1026	5	False
(0.15, 0.35)	Class	985	2	False
(0.15, 0.35)	Class	937	3	False
(0.15, 0.35)	Order	887	4	False
(0.15, 0.35)	Order	838	5	False
(0.15, 0.35)	Kingdom	832	5	True
(0.15, 0.35)	Order	800	0	False
(0.15, 0.35)	Kingdom	786	4	True
(0.15, 0.35)	Family	783	0	False
(0.15, 0.35)	Class	773	4	False
(0.15, 0.35)	Class	732	1	False
(0.15, 0.35)	Kingdom	716	0	True
(0.15, 0.35)	Class	687	4	True
(0.15, 0.35)	Genus	578	0	False
(0.15, 0.35)	Phylum	522	4	True
(0.15, 0.35)	Phylum	374	5	True
(0.15, 0.35)	Class	353	5	True
(0.15, 0.35)	Phylum	241	5	False
(0.15, 0.35)	Phylum	177	4	False
(0.15, 0.35)	Class	157	0	False
(0.15, 0.35)	Phylum	131	3	False
(0.15, 0.35)	Phylum	100	2	False
(0.15, 0.35)	Phylum	70	1	False
(0.15, 0.35)	Phylum	25	0	False
(0.15, 0.35)	Species	2	5	True
(0.15, 0.35)	Kingdom	2	5	False
(0.15, 0.35)	Species	1	4	True
(0.15, 0.35)	Species	1	3	True
(0.15, 0.35)	Family	1	1	True
(0.0, 0.05)	Species	538137	0	False
(0.0, 0.05)	Genus	236840	0	True
(0.0, 0.05)	Species	183338	1	False
(0.0, 0.05)	Species	73124	2	False
(0.0, 0.05)	Genus	68345	1	True
(0.0, 0.05)	Species	45765	5	False
(0.0, 0.05)	Species	44794	3	False
(0.0, 0.05)	Species	37978	4	False
(0.0, 0.05)	Genus	27300	2	True
(0.0, 0.05)	Genus	10344	3	True
